question,answer
"Dok, saya ibu dengan satu anak, setelah melahirkan berat badan saya kembali normal, tapi tidak dengan perut saya dok. Perut saya menjadi buncit. Teman saya menyarankan konsumsi jeruk nipis untuk menghilangkan lemak perut tapi bagaimana caranya dok??? bisa tolong dijelaskan?? terima kasih","Terima kasih atas pertanyaannya.Saat hamil, ibu hamil mengalami pembesaran pada perut karena ukuran rahim semakin membesar. Saat pembesaran rahim tersebut, perut juga ikut membesar dimana setelah melahirkan maka selain berat badan juga turun maka ukuran tubuh juga mulai menurun. Namun terkadang meskipun berat badan turun tetapi perut juga masih terlihat bergelambir.Untuk mengembalikan bentuk tubuh yaitu mengecilkan perut, tidak bisa dilakukan secara instan bahkan dengan mengonsumsi jeruk nipis saja tidak bisa dilakukan."
"Alodokter, dok saya kan jerawatan di atas bibir bagian kanan, seminggu lalu jerawatannya gak sampe pecah, terus jadi item dok. sekarang jerawatannya itu malah jadi 2. dan merah sakit banget. saya sering begini nih dok kena jerawat deket bibir, ini pola makan saya yg gak sehat apa kenapa ya dokter?","Alo,Jerawat dipengaruhi oleh banyak faktor seperti genetik, hormonal, stress, kulit berminyak, bakteri penyebab jerawat, sumbatan pada pori, dan skincare ataupun makeup yang digunakan. Jerawat menimbulkan benjolan merah yang terasa nyeri dan bisa berisi nanah. Terkadang jerawat juga meninggalkan bekas pada kulit yang bisa memudar seiring waktu. Namun bila bekas berupa bopeng, maka dibutuhkan penanganan lanjutan oleh dokter untuk meratakan tekstur kulit kembali."
"Dokter, saya matanya kaya kemasukan benda asing namun pas saya periksa pake kaca gak ketemu dok, rasanya mengganjal seperti ada kerikilnya. buat melek lama sakit banget, rasanya pengen merem mulu.. banyak orang yang nyaranin obatin pake daun sirih. obatinya bagaimana caranya ya dokter?","Alo, terima kasih atas pertanyaannya untuk Alodokter.Kondisi mata yang terasa mengganjal dapat disebabkan oleh masuknya benda asing, mata kering, alergi, penggunaan lensa kontak, atau karena adaya bintitan pada bagian dalam mata.Penggunaan bahan alami seperti daun sirih tentunya tidak disarankan pada mata, karena ketidakamanannya dan ketidaksterilan bahan tersebut yang justru dapat menambah infeksi bakteri pada mata."
"Selamat siang dokter.. Saya sedang deam, sakit tenggorokan dan pusing. Saya sudah melakukan cek lab dan hasilnya neutrofil saya tinggi.. itu artinya apa ya dok? iya saya juga udah tes widal tapi hasilnya negtif. Kira2 saya sakit apa ya dok?","Alo, terima kasih atas pertanyaannya untuk Alodokter.Neutrofil merupakan salah satu jenis sel darah putih manusia yang berfungsi untuk melawan infeksi, sehingga pada kadarnya yang melebihi normal 55-70%, maka dapat menandakan sedang adanya infeksi di dalam tubuh ataupun kondisi lain seperti olahraga berat, kebiasaan merokok, stres berat, luka bakar, atau kanker darah."
"Selamat siang dok, dari pagi saya pusing dan juga mual. Nah kalo lagi sakit kepala gitu saya tiduran terus ngubah posisi ke tengkurap itu makin pusing dok.. terus saya jadi bingung posisi tidur yg tepat kalo lagi pusing sama mual itu gimana ya dok.. mohon arahannya ya. terima kasih","Kepala yang terasa nyeri dan juga mual seringnya bisa diatasi dulu secara mandiri, seperti dengan:Biasakan tidur lebih awal dan juga teratur 6-9 jam setiap hariMakan porsi sedikit-sedikit tapi seringSelagi masih mual, jangan dulu berlebihan makan makanan yang asam, pedas, banyak mengandung gas atau seratJauhi alkohol, rokok, penggunaan gadget berlebihan, dan juga stresMinum paracetamol agar nyeri kepala berkurangRajin berolahraga dan terapkan gaya hidup sehatSejatinya, tidak ada posisi tidur khusus yang dianjurkan bagi orang yang sedang mengalami nyeri kepala dan juga mual."
"Siang alodokter, dok saya kan abis tambal gigi geraham bawah, gusi saya kok jadi benjol begini ya dok? apakah ini efek samping setelah tambal gigi, atau malah ini ada masalah baru di gusi saya dok? benjolannya sakit saya pegang dok. Trs saya minumin obat dexamethasone. apakah bisa dok?","Benjolan di gusi yang terasa nyeri usai tambal gigi graham kemungkinan pemicunya ada banyak, di antaranya:Gingivitis (radang gusi)Abses gigi (kantung berisi nanah di sekitar gigi yang muncul karena infeksi)Polip (tumor jinak yang asalnya dari jaringan selaput lendir)Faktor lain, seperti mukokel, fibroma, kanker, dan sebagainyaBenjolan seperti yang Anda alami sebaiknya tidak dulu sembarangan diobati. Supaya ditangani dengan baik, coba Anda periksalah kembali ke dokter gigi terdekat."
"Halo dok.. Saya remaja berusia 19 tahun.. Sudah beberapa bulan ini saya sering sekali makan, untuk makan berat normal sih 2-3 kali dalam sehari, tapi saya sering ngemil.. Rasanya berat badan saya naik deh dok.. tapi saya tidak berani untuk menimbang.. Ciri-ciri berat badan bertambah itu bagaimana ya dok?","Makan berlebihan memang bisa membuat berat badan Anda meningkat drastis. Hal ini berlaku tidak hanya muncul makan berat, namun camilan sekalipun. Justru, ketimbang makanan berat, kebanyakan camilan memiliki kandungan kalori lebih tinggi, sehingga lebih rentan memicu kegemukan. Bukan itu saja, kebiasaan makan berlebihan juga rentan meningkatkan risiko Anda mengalami penyakit, misalnya hipertensi, diabetes, gangguan jantung, dislipidemia, dan sebagainya.Kondisi Anda sepatutnya tidak dibiarkan begitu saja. Secara spesifik, berat badan yang meningkat pun tidak selalu menunjukkan gejala yang khas."
"Hai, Dok, saya disini ingin menanyakan kondisi yang saya alami dokter., Saya udah hampir seminggu ini gatal di bangian vagina dalam. Manfaat air garam untuk vagina apa sih dok. kok orang2 pada menyarankan cebok air garam aja. Jika saya harus cebok pake air garam apakah dapat meredakan dok? makasih","Gatal di vagina bagian dalam bisa disebabkan oleh banyak faktor, seperti fluktuasi hormonal, infeksi jamur atau mikroorganisme lain di sekitar vagina (termasuk infeksi menular seksual), atrofi vagina, iritasi atau alergi terhadap substansi tertentu, gangguan cemas, kutu kelamin, kemasukan benda asing ke dalam vagina, dan sebagainya. Penanganan atas gatal ini sejatinya bisa bervariasi, tergantung dari penyebab yang mendasarinya.Air garam memiliki potensi antiseptik dan antiinflamasi, sehingga memang bisa saja digunakan dalam membantu penanganan vagina yang gatal."
Ibu saya lagi sakit gigi dan biasanya saya kalo lagi sakit gigi saya minumin amoxicillin.. kalo saya kasihkan ke ibu saya apakah boleh dok? ,"Alo, selamat siangsakit gigi memang sangat menganggu yang menyebabkan rasa denyut dan bisa menyebabkan sakitnya menjalar kekepala, sulit makan, dan berbicara. sakit gigi umumnya disebabkan karena gigi berlubang, pertumbuhan gigi geraham yang tidak tepat, gusi bengkak, sariawan. untuk mengatasi sakit gigi harus sesuai penyebab yang mendasari, jika tidak sakit gigi akan kambuh dan berulang hingga bisa menyebabkan keburukan pada gigi."
"Selamat pagi dok.. Saya baru menikah 3 bulan yang lalu bulan ini saya sudah telat haid seminggu. Kemarin saya coba testpack ternyata hasilnya 2 garis, tapi yg satu samar gitu.. tapi saya tidak merasakan tanda kehamilan seperti mual, muntah, payudara membesar ataupun keluar flek.. Apakah arti testpack saya dok? benarkah saya hamil dok? mohon penjelasannya. terima kasih","Alo, terima kasih atas pertanyaannya untuk Alodokter.Pemeriksaan test pack perlu dilakukan pada waktu dan cara yang tepat, untuk menghasilkan hasil yang akurat dan dapat dijadikan pertimbangan penanganan kedepannya. Oleh karena itu, sebelum melakukan pemeriksaan test pack maka anda harus memastikan, bahwa anda sudah melakukannya pada pagi hari, setelah 1-2 minggu terlambat menstruasi atau 1-2 minggu dari berhubungan seksual terakhir."
"Maaf dok mengganggu waktunya, saya wanita usia 20 th TB saya 155 cm dan BB 78 Kg. saya obesitas dan mau hidup sehat dokter, saya sekrang menjalani program diet defisit kalori, dan olahraga yang saya lakukan hanya lari selama 40 menit. Setelah lari perut saya kanan kok malah sakit kram. Yang ingin saya tanyakan kira-kira bentuk olahraga yang dapat dilakukan oleh penderita obesitas seperti apa dokter?","Alo, terima kasih atas pertanyaannya untuk Alodokter.Pada kondisi tubuh yang belum melakukan pemanasan atau stretching sebelum olahraga, maka dapat lebih mudah berisiko terjadinya kram otot, terutama jika sebelumnya anda jarang berolahraga, sehingga juga dapat menyebabkan timbulnya DOMS atau delayed onset muscle soreness yang dapat terjadi selama beberapa jam setelah berolahraga."
"Dok saya kasian sama penjaga perpus sekolahan saya, dia wanita usia kira2 26 th. Dia matanya menonjol dua2nya kaya mau keluar. Jadi kitanya liat dia seakan-akan dia sedang melotot. Padahal dia sebenernya bilang tidak melotot dok. Apa ya dok yg menyebabkan mata menonjol/ belo/ melotot itu dok? terus apa cara untuk mengecilkan bola mata yang terlihat menonjol keluar?","Alo, terima kasih atas pertanyaannya untuk Alodokter.Kondisi mata yang tampak seperti melotot bisa saja merupakan tanda dari gejala eksoftalmus, yang disebabkan oleh gangguan hormon tiroid seperti hipertiroidisme, penyakit amta seperti glaukoma kongenital atau selulitis orbita, adanya tumor di rongga mata, atau riwayat cedera pada mata."
"Selamat siang, dok saya mau nanya. saya wanita usia 20 th. di kulit paha bagian dalam muncuk bercak putih, di pinggirnya bersisik dan membentuk pulau dan saat keringetan rasanya gatal sekali. awalnya saya pikir gatal biasa tapi lama-kelamaan kok malah warna kulitnya putih2 bercak begini. Ini di paha saya penyakit apa dokter? dan ilangnya pake obat apa dok?","Terima kasih atas pertanyaannya.Bercak putih pada kulit dapat disebabkan oleh karena beberapa hal. Kondisi ini dapat disebut sebagai suatu hipopigmentasi yaitu kulit mengalami kekurangan hormon melanin yaitu hormon yang dapat mempengaruhi warna kulit. Adanya bercak pada kulit dapat disebabkan oleh karena beberapa hal dari karena pengaruh pigmen kulit hingga menandakan adanya infeksi. Maka dari itu perlu dilihat bercak kulit tersebut serta adanya keluhan lain yang dirasakan apakah terdapat gatal, mati rasa, kemerahan di sekitar kulit, kulit bersisik dan sebagainya."
"Assalamualaikum dokter, ini kan kakak saya sedang dirawat di rs karna pingsan dan dokter menyatakan kakak saya ini terkena kanker otak satdium 4. padahal selama ini kakak saya tidak ada keluhan apapun.. saat ini kakak saya sudah berada di ICU, dokter bilang keluarga harap banyak berdoa dan mohon keajaiban.. Kira"" kondisi kakak saya yg terkena kanker otak stadium 4 ini bisa bertahan ya dok?","Waalaikumsalam, Alo, terima kasih atas pertanyaannya untuk Alodokter.Kanker otak merupakan kondisi dimana terjadi pertumbuhan sel abnormal otak yang berlebihan sehingga dapat mengambil asupan darah, oksigen, dan nutrisi yang dibutuhkan oleh sel otak normal, dimana umumnya dapat disebabkan oleh mutasi genetik akibat dari faktor risko yang bersifat multifaktorial."
"Hai dokter, kenapa ya tbtb saja telapak kaki kanan saya rasanya panas. Yg saya rasakan hanya panas saja, tidak terasa sakit ataupun pegal. Bagaimana cara mengobati telapak kaki yang terasa panas dok? terima kasih","Telapak kaki yang terasa panas bisa wajar disebabkan oleh kontak dengan alas yang panas, misalnya jika Anda berjalan tanpa alas kaki di bawah terik sinar matahari."
"Siang dokter, saya wanita usia 30 tahun. Mau tanya kepada dokter disini. Apa yg harus dilakukan/ apa obatnya jika mengalami mual, muntah, diare dan sakit perut setelah konsumsi ikan yang tidak segar? mohon informasinya ya dok. terima kasih","Alo, selamat siangkeracunan makanan ialah suatu kondisi yang ditandai dengan mual, muntah atau diare setelah konsumsi makanan yang terkontaminasi oleh kuman atau racun yang masuk ke dalam makanan. gejala keracunan makanan dapat terlihat setelah beberapa menit, jam atau hari setelah mengonsumsi makanan yang terkontaminasi. keracunan makanan terjadi akibat konsumsi makanan mentah, atau makanan terkontaminasi kuman."
"Saya wanita usia 23 th dok, di kulit selangkangannya muncul bercak hitam dan gatal, saya pikir ini saya terkena infeksi jamur. Saya kerap pake celana ketat mungkin gara2 lembab kali ya dok? saya obatin pake ketoconazole salep namun saat obat habis kambuh kembali. ini sampe saya garuk2 mulu kaya monyet dok. Apakah obatnya kurang ampuh apa gimana dok? lalu obat yg ampuh untuk masalah saya ini apa dok?","Alo, terima kasih atas pertanyaannya untuk Alodokter.Kondisi selangkangan yang muncul bercak dengan disertai rasa gatal, seringkali disebabkan oleh infeksi jamur yang disebut dengan tinea cruris dimana perlu diobati dengan penggunaan salep antijamur, ataupun obat minum antijamur tertentu melalui peresepan dokter, jika dengan penggunaan salep antijamur saja keluhan tidak kunjung membaik.Kekambuhan infeksi jamur dapat lebih mudah terjadi jika anda masih sering menggunakan pakaian dalam atau celana yang ketat sehingga dapat menimbulkan kelembaban berlebih pada area selangkangan."
"Alodokter, mau nanya dong dokter,, saya wanita usia 21 tahun, sering sekali saya tu sesak nafas tiba-tiba. nyeri dada kiri trs mau napas jd sesak jg, saya coba tenangkan diri beberapa detik buat atur napas saya kembali agar lega. Ini bukan ciri-ciri penyakit jantung kan ya dokter?ada yg bilang ini akibat maag tapi ada yang bilang penyakit jantung, saya jadi takut dong dokter. ","sesak napas tiba-tiba dan nyeri dada kondisi ini dapat disebabkan oleh banyak hal seperti :gangguan pada pernapasan seperti infeksi paru, asma, ppok dan lainnyagangguan pada jantunggangguan pada lambung seperti GERDgangguan psikologis seperti gangguan kecemasan, stres berat dan depersiuntuk memastikan diagnosis pasti harus dilakukan pemeriksaan lebih lanjut secara langsung ke dokter, jika memang kondisi ini sering anda alami dalam jangka waktu panjang."
"Haallo dokter, dok saya pria usia 30 tahun. Saya mau konsul adanya masalah kesehatan saya. awalnya saya sakit pinggang, terus lama kelamaan pinggang kanan ini kok jadi merembet sampe ke testis juga ya dok. namun testisnya gada pembengkakan atau apapun itu, saya coba browsing2 hasilnya kok serem2 ya dok. katanya penyakit menular seksula dsb. mohon bantuannya ya dokter.","Nyeri di pinggang sebelah kanan hingga ke buah zakar memang bukan tidak mungkin muncul terkait suatu penyakit menular seksual, misalnya gonore, herpes genital, HIV, dan sebagainya. Penyakit ini bisa muncul terbatas di sekitar kelamin saja, namun mungkin juga menyebar ke saluran kemih dan sistem organ lain di sekitarnya."
"Selamat sore dokter, dok saya remaja usia 16 th. Saya ingin bertanya, saya kan sedang puasa trs di tanggal2 ini biasanya saya sebelum haid keputihan dulu. ini saya keputihan pas lagi menjalankan ibadah puasa. apakah keputihan bisa membatalkan ibadah puasa saya dok?","Selamat sore, terima kasih telah bertanya di Alodokter. Keputihan pada dasarnya adalah mekanisme normal tubuh untuk mengeluarkan sisa jaringan mati, kotoran dan bakteri dari dalam liang vagina, sehingga keputihan berbeda dengan darah yang keluar ketika haid atau nifas di mana itu merupakan siklus yang terjadi akibat perubahan hormon. Dalam konsep terjadinya, keputihan malah bisa dikatakan mirip dengan keluarnya dahak ketika batuk, atau terbentuknya kotoran telinga yang dapat terjadi sewaktu-waktu."
"Saya pria umur 32 tahun, perut saya buncit dok. Lingkar perut saya sampe 110cm. Bahayanya apa ya dok kalo perut saya buncit?","Lingkar perut adalah salah satu indikator yang bisa mencerminkan status kesehatan seseorang. Pada pria dewasa, lingkar perut dikatakan normal jika kurang dari 102 cm. Lingkar perut yang lebih dari itu biasanya disebabkan oleh penumpukan lemak, yang secara tidak langsung bisa meningkatkan risiko Anda mengalami beragam penyakit, contohnya diabetes, penyakit jantung, hipertensi, dan sebagainya."
"Halo dok, sata remaja berusia 18 tahun yang memiliki wajah berminyak, saya mau tanya apakah semua sunscreen cocok untuk wajah berminyak dok? bagaimana cara memilih sunscreen yang tepat untuk wajah berminyak dan rekomendasi sunscreen yg tepat. ","sunscreen atau tabir surya ialah produk perawatan kulit yang berfungsi untuk melindungi kulit dari bahya sinar matahari. dimana tabir surya ini bisa digunakan di wajah dan kulit tubuh tergantung jenis yang anda gunakan. dimana kulit wajah maupun kulit tubuh terpapar sinar matahari tanpa perlindungan akan memberikan dampak buruk seperti kemarahan, iritasi, munculnya bercak hitam, penunaan dini hingga kanker. jadi sangat perlu sunscreen ini untuk kulit wajah yang lebih rentan terpapar. tabir surya sudah bisa digunakan sejak bayi."
